,Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
21632,Ohio Street Beach,2014-06-14 10:00:00,16.5,1.74,0.103,3.0,11.4,06/14/2014 10:00 AM,OhioStreetBeach201406141000
21633,Ohio Street Beach,2014-06-14 11:00:00,17.0,1.98,0.12,2.0,11.4,06/14/2014 11:00 AM,OhioStreetBeach201406141100
21634,Ohio Street Beach,2014-06-14 12:00:00,17.1,2.01,0.151,2.0,11.4,06/14/2014 12:00 PM,OhioStreetBeach201406141200
21635,Ohio Street Beach,2014-06-14 13:00:00,18.0,2.12,0.198,2.0,11.4,06/14/2014 1:00 PM,OhioStreetBeach201406141300
21636,Ohio Street Beach,2014-06-14 14:00:00,18.3,2.32,0.221,3.0,11.4,06/14/2014 2:00 PM,OhioStreetBeach201406141400
21637,Ohio Street Beach,2014-06-14 15:00:00,18.1,2.21,0.194,3.0,11.4,06/14/2014 3:00 PM,OhioStreetBeach201406141500
21638,Ohio Street Beach,2014-06-14 16:00:00,18.2,2.42,0.162,2.0,11.4,06/14/2014 4:00 PM,OhioStreetBeach201406141600
21639,Ohio Street Beach,2014-06-14 17:00:00,18.4,2.53,0.162,4.0,11.4,06/14/2014 5:00 PM,OhioStreetBeach201406141700
21640,Ohio Street Beach,2014-06-14 18:00:00,17.6,2.29,0.188,3.0,11.4,06/14/2014 6:00 PM,OhioStreetBeach201406141800
21641,Ohio Street Beach,2014-06-14 19:00:00,17.3,2.14,0.165,2.0,11.4,06/14/2014 7:00 PM,OhioStreetBeach201406141900
21642,Ohio Street Beach,2014-06-14 20:00:00,17.1,2.16,0.156,3.0,11.4,06/14/2014 8:00 PM,OhioStreetBeach201406142000
21643,Ohio Street Beach,2014-06-14 21:00:00,17.0,2.03,0.14,2.0,11.4,06/14/2014 9:00 PM,OhioStreetBeach201406142100
21644,Ohio Street Beach,2014-06-14 22:00:00,16.9,1.91,0.145,4.0,11.4,06/14/2014 10:00 PM,OhioStreetBeach201406142200
21645,Ohio Street Beach,2014-06-14 23:00:00,16.8,1.82,0.128,3.0,11.4,06/14/2014 11:00 PM,OhioStreetBeach201406142300
21670,Ohio Street Beach,2014-06-15 00:00:00,16.7,1.87,0.106,3.0,11.4,06/15/2014 12:00 AM,OhioStreetBeach201406152400
21647,Ohio Street Beach,2014-06-15 01:00:00,16.7,1.96,0.116,2.0,11.4,06/15/2014 1:00 AM,OhioStreetBeach201406150100
21648,Ohio Street Beach,2014-06-15 02:00:00,16.5,1.79,0.115,2.0,11.4,06/15/2014 2:00 AM,OhioStreetBeach201406150200
21649,Ohio Street Beach,2014-06-15 03:00:00,16.4,1.94,0.122,2.0,11.4,06/15/2014 3:00 AM,OhioStreetBeach201406150300
21650,Ohio Street Beach,2014-06-15 04:00:00,16.4,1.83,0.111,2.0,11.4,06/15/2014 4:00 AM,OhioStreetBeach201406150400
21651,Ohio Street Beach,2014-06-15 05:00:00,16.4,1.89,0.116,3.0,11.4,06/15/2014 5:00 AM,OhioStreetBeach201406150500
21652,Ohio Street Beach,2014-06-15 06:00:00,16.4,1.67,0.116,3.0,11.4,06/15/2014 6:00 AM,OhioStreetBeach201406150600
21653,Ohio Street Beach,2014-06-15 07:00:00,16.4,1.55,0.114,3.0,11.4,06/15/2014 7:00 AM,OhioStreetBeach201406150700
21654,Ohio Street Beach,2014-06-15 08:00:00,16.5,1.48,0.131,3.0,11.4,06/15/2014 8:00 AM,OhioStreetBeach201406150800
21655,Ohio Street Beach,2014-06-15 09:00:00,16.7,1.96,0.133,3.0,11.4,06/15/2014 9:00 AM,OhioStreetBeach201406150900
21656,Ohio Street Beach,2014-06-15 10:00:00,16.8,1.73,0.125,4.0,11.4,06/15/2014 10:00 AM,OhioStreetBeach201406151000
21657,Ohio Street Beach,2014-06-15 11:00:00,16.8,1.65,0.185,2.0,11.4,06/15/2014 11:00 AM,OhioStreetBeach201406151100
21658,Ohio Street Beach,2014-06-15 12:00:00,16.8,1.7,0.171,3.0,11.4,06/15/2014 12:00 PM,OhioStreetBeach201406151200
21659,Ohio Street Beach,2014-06-15 13:00:00,16.8,1.65,0.151,3.0,11.3,06/15/2014 1:00 PM,OhioStreetBeach201406151300
21660,Ohio Street Beach,2014-06-15 14:00:00,16.9,1.66,0.138,3.0,11.3,06/15/2014 2:00 PM,OhioStreetBeach201406151400
21661,Ohio Street Beach,2014-06-15 15:00:00,17.2,1.78,0.134,4.0,11.3,06/15/2014 3:00 PM,OhioStreetBeach201406151500
21662,Ohio Street Beach,2014-06-15 16:00:00,17.4,1.59,0.141,3.0,11.3,06/15/2014 4:00 PM,OhioStreetBeach201406151600
21663,Ohio Street Beach,2014-06-15 17:00:00,17.7,1.73,0.146,3.0,11.3,06/15/2014 5:00 PM,OhioStreetBeach201406151700
21664,Ohio Street Beach,2014-06-15 18:00:00,17.4,1.74,0.157,3.0,11.3,06/15/2014 6:00 PM,OhioStreetBeach201406151800
21665,Ohio Street Beach,2014-06-15 19:00:00,17.6,2.01,0.132,6.0,11.4,06/15/2014 7:00 PM,OhioStreetBeach201406151900
21666,Ohio Street Beach,2014-06-15 20:00:00,17.5,1.78,0.133,3.0,11.3,06/15/2014 8:00 PM,OhioStreetBeach201406152000
21667,Ohio Street Beach,2014-06-15 21:00:00,17.4,1.73,0.116,2.0,11.3,06/15/2014 9:00 PM,OhioStreetBeach201406152100
21668,Ohio Street Beach,2014-06-15 22:00:00,17.3,1.74,0.106,3.0,11.3,06/15/2014 10:00 PM,OhioStreetBeach201406152200
21669,Ohio Street Beach,2014-06-15 23:00:00,17.3,1.76,0.106,3.0,11.3,06/15/2014 11:00 PM,OhioStreetBeach201406152300
21694,Ohio Street Beach,2014-06-16 00:00:00,17.3,1.71,0.092,3.0,11.3,06/16/2014 12:00 AM,OhioStreetBeach201406162400
21671,Ohio Street Beach,2014-06-16 01:00:00,17.3,1.84,0.078,7.0,11.3,06/16/2014 1:00 AM,OhioStreetBeach201406160100
21672,Ohio Street Beach,2014-06-16 02:00:00,17.3,1.65,0.075,6.0,11.3,06/16/2014 2:00 AM,OhioStreetBeach201406160200
21673,Ohio Street Beach,2014-06-16 03:00:00,17.3,1.62,0.07,5.0,11.3,06/16/2014 3:00 AM,OhioStreetBeach201406160300
21674,Ohio Street Beach,2014-06-16 04:00:00,17.3,1.49,0.073,4.0,11.3,06/16/2014 4:00 AM,OhioStreetBeach201406160400
21675,Ohio Street Beach,2014-06-16 05:00:00,17.3,1.43,0.07,4.0,11.3,06/16/2014 5:00 AM,OhioStreetBeach201406160500
21676,Ohio Street Beach,2014-06-16 06:00:00,17.2,1.59,0.066,7.0,11.3,06/16/2014 6:00 AM,OhioStreetBeach201406160600
21677,Ohio Street Beach,2014-06-16 07:00:00,17.4,1.77,0.065,6.0,11.3,06/16/2014 7:00 AM,OhioStreetBeach201406160700
21678,Ohio Street Beach,2014-06-16 08:00:00,17.8,1.93,0.074,2.0,11.3,06/16/2014 8:00 AM,OhioStreetBeach201406160800
21679,Ohio Street Beach,2014-06-16 09:00:00,18.0,1.78,0.066,4.0,11.3,06/16/2014 9:00 AM,OhioStreetBeach201406160900
21680,Ohio Street Beach,2014-06-16 10:00:00,18.4,1.5,0.067,3.0,11.3,06/16/2014 10:00 AM,OhioStreetBeach201406161000
21681,Ohio Street Beach,2014-06-16 11:00:00,19.2,1.63,0.133,2.0,11.3,06/16/2014 11:00 AM,OhioStreetBeach201406161100
21682,Ohio Street Beach,2014-06-16 12:00:00,19.2,1.79,0.117,3.0,11.3,06/16/2014 12:00 PM,OhioStreetBeach201406161200
21683,Ohio Street Beach,2014-06-16 13:00:00,19.0,1.75,0.13,2.0,11.3,06/16/2014 1:00 PM,OhioStreetBeach201406161300
21684,Ohio Street Beach,2014-06-16 14:00:00,18.7,1.87,0.164,3.0,11.3,06/16/2014 2:00 PM,OhioStreetBeach201406161400
21685,Ohio Street Beach,2014-06-16 15:00:00,18.5,2.06,0.141,3.0,11.3,06/16/2014 3:00 PM,OhioStreetBeach201406161500
21686,Ohio Street Beach,2014-06-16 16:00:00,18.3,1.96,0.143,2.0,11.3,06/16/2014 4:00 PM,OhioStreetBeach201406161600
21687,Ohio Street Beach,2014-06-16 17:00:00,18.0,1.86,0.134,2.0,11.3,06/16/2014 5:00 PM,OhioStreetBeach201406161700
21688,Ohio Street Beach,2014-06-16 18:00:00,18.1,2.06,0.148,3.0,11.3,06/16/2014 6:00 PM,OhioStreetBeach201406161800
21689,Ohio Street Beach,2014-06-16 19:00:00,17.8,1.82,0.15,6.0,11.3,06/16/2014 7:00 PM,OhioStreetBeach201406161900
21690,Ohio Street Beach,2014-06-16 20:00:00,17.9,1.71,0.112,2.0,11.3,06/16/2014 8:00 PM,OhioStreetBeach201406162000
21691,Ohio Street Beach,2014-06-16 21:00:00,17.9,1.86,0.127,3.0,11.3,06/16/2014 9:00 PM,OhioStreetBeach201406162100
21692,Ohio Street Beach,2014-06-16 22:00:00,18.0,1.77,0.115,3.0,11.3,06/16/2014 10:00 PM,OhioStreetBeach201406162200
21693,Ohio Street Beach,2014-06-16 23:00:00,17.9,1.74,0.125,3.0,11.3,06/16/2014 11:00 PM,OhioStreetBeach201406162300
21718,Ohio Street Beach,2014-06-17 00:00:00,17.8,1.72,0.116,2.0,11.3,06/17/2014 12:00 AM,OhioStreetBeach201406172400
21695,Ohio Street Beach,2014-06-17 01:00:00,17.8,1.82,0.149,2.0,11.3,06/17/2014 1:00 AM,OhioStreetBeach201406170100
21696,Ohio Street Beach,2014-06-17 02:00:00,17.9,1.8,0.107,3.0,11.3,06/17/2014 2:00 AM,OhioStreetBeach201406170200
21697,Ohio Street Beach,2014-06-17 03:00:00,17.8,1.77,0.11,2.0,11.3,06/17/2014 3:00 AM,OhioStreetBeach201406170300
21698,Ohio Street Beach,2014-06-17 04:00:00,17.7,1.61,0.126,3.0,11.3,06/17/2014 4:00 AM,OhioStreetBeach201406170400
21699,Ohio Street Beach,2014-06-17 05:00:00,17.7,1.57,0.124,3.0,11.3,06/17/2014 5:00 AM,OhioStreetBeach201406170500
21700,Ohio Street Beach,2014-06-17 06:00:00,17.8,1.56,0.121,3.0,11.3,06/17/2014 6:00 AM,OhioStreetBeach201406170600
21701,Ohio Street Beach,2014-06-17 07:00:00,17.8,1.38,0.139,3.0,11.3,06/17/2014 7:00 AM,OhioStreetBeach201406170700
21702,Ohio Street Beach,2014-06-17 08:00:00,17.8,1.41,0.131,3.0,11.3,06/17/2014 8:00 AM,OhioStreetBeach201406170800
21703,Ohio Street Beach,2014-06-17 09:00:00,17.9,1.32,0.121,2.0,11.3,06/17/2014 9:00 AM,OhioStreetBeach201406170900
21704,Ohio Street Beach,2014-06-17 10:00:00,17.9,1.46,0.135,3.0,11.3,06/17/2014 10:00 AM,OhioStreetBeach201406171000
21705,Ohio Street Beach,2014-06-17 11:00:00,18.3,1.14,0.12,3.0,11.3,06/17/2014 11:00 AM,OhioStreetBeach201406171100
21706,Ohio Street Beach,2014-06-17 12:00:00,18.7,1.26,0.121,3.0,11.3,06/17/2014 12:00 PM,OhioStreetBeach201406171200
21707,Ohio Street Beach,2014-06-17 13:00:00,19.6,1.19,0.123,3.0,11.3,06/17/2014 1:00 PM,OhioStreetBeach201406171300
21708,Ohio Street Beach,2014-06-17 14:00:00,20.8,1.3,0.141,3.0,11.3,06/17/2014 2:00 PM,OhioStreetBeach201406171400
21709,Ohio Street Beach,2014-06-17 15:00:00,21.4,0.98,0.136,2.0,11.3,06/17/2014 3:00 PM,OhioStreetBeach201406171500
21710,Ohio Street Beach,2014-06-17 16:00:00,21.1,1.36,0.159,2.0,11.3,06/17/2014 4:00 PM,OhioStreetBeach201406171600
21711,Ohio Street Beach,2014-06-17 17:00:00,20.5,1.45,0.131,3.0,11.3,06/17/2014 5:00 PM,OhioStreetBeach201406171700
21712,Ohio Street Beach,2014-06-17 18:00:00,19.6,1.42,0.106,7.0,11.3,06/17/2014 6:00 PM,OhioStreetBeach201406171800
21713,Ohio Street Beach,2014-06-17 19:00:00,18.8,1.3,0.151,4.0,11.3,06/17/2014 7:00 PM,OhioStreetBeach201406171900
21714,Ohio Street Beach,2014-06-17 20:00:00,18.4,1.32,0.136,3.0,11.3,06/17/2014 8:00 PM,OhioStreetBeach201406172000
21715,Ohio Street Beach,2014-06-17 21:00:00,18.3,1.91,0.128,3.0,11.3,06/17/2014 9:00 PM,OhioStreetBeach201406172100
21716,Ohio Street Beach,2014-06-17 22:00:00,18.1,1.31,0.099,3.0,11.3,06/17/2014 10:00 PM,OhioStreetBeach201406172200
21717,Ohio Street Beach,2014-06-17 23:00:00,18.0,1.07,0.096,4.0,11.3,06/17/2014 11:00 PM,OhioStreetBeach201406172300
21742,Ohio Street Beach,2014-06-18 00:00:00,18.1,1.06,0.083,4.0,11.3,06/18/2014 12:00 AM,OhioStreetBeach201406182400
21719,Ohio Street Beach,2014-06-18 01:00:00,18.2,0.91,0.103,4.0,11.3,06/18/2014 1:00 AM,OhioStreetBeach201406180100
21720,Ohio Street Beach,2014-06-18 02:00:00,17.9,1.1,0.086,4.0,11.3,06/18/2014 2:00 AM,OhioStreetBeach201406180200
21721,Ohio Street Beach,2014-06-18 03:00:00,17.9,1.19,0.082,2.0,11.3,06/18/2014 3:00 AM,OhioStreetBeach201406180300
21722,Ohio Street Beach,2014-06-18 04:00:00,17.7,0.92,0.083,2.0,11.3,06/18/2014 4:00 AM,OhioStreetBeach201406180400
21723,Ohio Street Beach,2014-06-18 05:00:00,17.6,0.9,0.088,4.0,11.3,06/18/2014 5:00 AM,OhioStreetBeach201406180500
21724,Ohio Street Beach,2014-06-18 06:00:00,17.4,0.79,0.075,2.0,11.3,06/18/2014 6:00 AM,OhioStreetBeach201406180600
21725,Ohio Street Beach,2014-06-18 07:00:00,17.2,0.83,0.076,2.0,11.3,06/18/2014 7:00 AM,OhioStreetBeach201406180700
21726,Ohio Street Beach,2014-06-18 08:00:00,17.7,0.95,0.081,4.0,11.3,06/18/2014 8:00 AM,OhioStreetBeach201406180800
21727,Ohio Street Beach,2014-06-18 09:00:00,18.4,0.72,0.086,3.0,11.3,06/18/2014 9:00 AM,OhioStreetBeach201406180900
21728,Ohio Street Beach,2014-06-18 10:00:00,18.7,1.02,0.185,2.0,11.3,06/18/2014 10:00 AM,OhioStreetBeach201406181000
21729,Ohio Street Beach,2014-06-18 11:00:00,18.7,0.79,0.118,3.0,11.3,06/18/2014 11:00 AM,OhioStreetBeach201406181100
21730,Ohio Street Beach,2014-06-18 12:00:00,18.5,1.09,0.238,3.0,11.3,06/18/2014 12:00 PM,OhioStreetBeach201406181200
21731,Ohio Street Beach,2014-06-18 13:00:00,18.5,1.31,0.164,3.0,11.3,06/18/2014 1:00 PM,OhioStreetBeach201406181300
21732,Ohio Street Beach,2014-06-18 14:00:00,18.9,2.11,0.165,3.0,11.2,06/18/2014 2:00 PM,OhioStreetBeach201406181400
21733,Ohio Street Beach,2014-06-18 15:00:00,17.1,0.92,0.221,3.0,11.3,06/18/2014 3:00 PM,OhioStreetBeach201406181500
21734,Ohio Street Beach,2014-06-18 16:00:00,17.2,1.13,0.21,3.0,11.2,06/18/2014 4:00 PM,OhioStreetBeach201406181600
21735,Ohio Street Beach,2014-06-18 17:00:00,17.1,0.97,0.2,3.0,11.2,06/18/2014 5:00 PM,OhioStreetBeach201406181700
21736,Ohio Street Beach,2014-06-18 18:00:00,17.1,0.73,0.168,3.0,11.2,06/18/2014 6:00 PM,OhioStreetBeach201406181800
21737,Ohio Street Beach,2014-06-18 19:00:00,16.9,1.17,0.17,3.0,11.2,06/18/2014 7:00 PM,OhioStreetBeach201406181900
21738,Ohio Street Beach,2014-06-18 20:00:00,16.9,1.21,0.23,4.0,11.2,06/18/2014 8:00 PM,OhioStreetBeach201406182000
21739,Ohio Street Beach,2014-06-18 21:00:00,17.1,1.81,0.186,4.0,11.2,06/18/2014 9:00 PM,OhioStreetBeach201406182100
21740,Ohio Street Beach,2014-06-18 22:00:00,16.9,2.18,0.209,4.0,11.2,06/18/2014 10:00 PM,OhioStreetBeach201406182200
21741,Ohio Street Beach,2014-06-18 23:00:00,16.9,2.04,0.204,3.0,11.2,06/18/2014 11:00 PM,OhioStreetBeach201406182300
21766,Ohio Street Beach,2014-06-19 00:00:00,16.9,2.03,0.16,3.0,11.2,06/19/2014 12:00 AM,OhioStreetBeach201406192400
21743,Ohio Street Beach,2014-06-19 01:00:00,16.8,1.95,0.184,3.0,11.2,06/19/2014 1:00 AM,OhioStreetBeach201406190100
21744,Ohio Street Beach,2014-06-19 02:00:00,16.6,2.28,0.189,3.0,11.2,06/19/2014 2:00 AM,OhioStreetBeach201406190200
21745,Ohio Street Beach,2014-06-19 03:00:00,16.5,2.34,0.216,4.0,11.2,06/19/2014 3:00 AM,OhioStreetBeach201406190300
21746,Ohio Street Beach,2014-06-19 04:00:00,16.2,1.98,0.199,3.0,11.2,06/19/2014 4:00 AM,OhioStreetBeach201406190400
21747,Ohio Street Beach,2014-06-19 05:00:00,16.2,2.01,0.209,3.0,11.2,06/19/2014 5:00 AM,OhioStreetBeach201406190500
21748,Ohio Street Beach,2014-06-19 06:00:00,16.1,1.94,0.214,3.0,11.2,06/19/2014 6:00 AM,OhioStreetBeach201406190600
21749,Ohio Street Beach,2014-06-19 07:00:00,16.1,2.27,0.212,3.0,11.2,06/19/2014 7:00 AM,OhioStreetBeach201406190700
21750,Ohio Street Beach,2014-06-19 08:00:00,16.1,2.14,0.2,3.0,11.2,06/19/2014 8:00 AM,OhioStreetBeach201406190800
21751,Ohio Street Beach,2014-06-19 09:00:00,16.2,2.08,0.184,3.0,11.2,06/19/2014 9:00 AM,OhioStreetBeach201406190900
21752,Ohio Street Beach,2014-06-19 10:00:00,16.2,1.87,0.183,4.0,11.2,06/19/2014 10:00 AM,OhioStreetBeach201406191000
21753,Ohio Street Beach,2014-06-19 11:00:00,16.3,1.79,0.181,4.0,11.2,06/19/2014 11:00 AM,OhioStreetBeach201406191100
21754,Ohio Street Beach,2014-06-19 12:00:00,16.9,1.64,0.155,3.0,11.2,06/19/2014 12:00 PM,OhioStreetBeach201406191200
21755,Ohio Street Beach,2014-06-19 13:00:00,17.5,1.34,0.161,4.0,11.2,06/19/2014 1:00 PM,OhioStreetBeach201406191300
21756,Ohio Street Beach,2014-06-19 14:00:00,17.5,1.16,0.162,4.0,11.2,06/19/2014 2:00 PM,OhioStreetBeach201406191400
21757,Ohio Street Beach,2014-06-19 15:00:00,17.8,1.25,0.156,4.0,11.2,06/19/2014 3:00 PM,OhioStreetBeach201406191500
21758,Ohio Street Beach,2014-06-19 16:00:00,17.7,1.36,0.179,3.0,11.1,06/19/2014 4:00 PM,OhioStreetBeach201406191600
21759,Ohio Street Beach,2014-06-19 17:00:00,17.7,1.44,0.177,3.0,11.2,06/19/2014 5:00 PM,OhioStreetBeach201406191700
21760,Ohio Street Beach,2014-06-19 18:00:00,18.0,1.2,0.183,4.0,11.1,06/19/2014 6:00 PM,OhioStreetBeach201406191800
21761,Ohio Street Beach,2014-06-19 19:00:00,17.7,1.26,0.185,3.0,11.1,06/19/2014 7:00 PM,OhioStreetBeach201406191900
21762,Ohio Street Beach,2014-06-19 20:00:00,18.0,1.69,0.208,3.0,11.1,06/19/2014 8:00 PM,OhioStreetBeach201406192000
21763,Ohio Street Beach,2014-06-19 21:00:00,18.0,1.22,0.174,3.0,11.1,06/19/2014 9:00 PM,OhioStreetBeach201406192100
21764,Ohio Street Beach,2014-06-19 22:00:00,18.0,1.16,0.172,3.0,11.1,06/19/2014 10:00 PM,OhioStreetBeach201406192200
21765,Ohio Street Beach,2014-06-19 23:00:00,17.8,1.07,0.173,3.0,11.1,06/19/2014 11:00 PM,OhioStreetBeach201406192300
21789,Ohio Street Beach,2014-06-20 00:00:00,17.8,1.49,0.158,3.0,11.1,06/20/2014 12:00 AM,OhioStreetBeach201406202400
21767,Ohio Street Beach,2014-06-20 01:00:00,17.8,1.37,0.132,3.0,11.1,06/20/2014 1:00 AM,OhioStreetBeach201406200100
21768,Ohio Street Beach,2014-06-20 02:00:00,17.6,1.24,0.137,3.0,11.1,06/20/2014 2:00 AM,OhioStreetBeach201406200200
21769,Ohio Street Beach,2014-06-20 03:00:00,17.2,1.0,0.119,3.0,11.1,06/20/2014 3:00 AM,OhioStreetBeach201406200300
21770,Ohio Street Beach,2014-06-20 04:00:00,17.0,0.87,0.112,3.0,11.1,06/20/2014 4:00 AM,OhioStreetBeach201406200400
21771,Ohio Street Beach,2014-06-20 05:00:00,16.9,0.82,0.135,3.0,11.1,06/20/2014 5:00 AM,OhioStreetBeach201406200500
21772,Ohio Street Beach,2014-06-20 06:00:00,16.9,0.8,0.144,3.0,11.1,06/20/2014 6:00 AM,OhioStreetBeach201406200600
21773,Ohio Street Beach,2014-06-20 07:00:00,17.0,0.7,0.148,3.0,11.1,06/20/2014 7:00 AM,OhioStreetBeach201406200700
21774,Ohio Street Beach,2014-06-20 08:00:00,16.9,0.89,0.129,3.0,11.1,06/20/2014 8:00 AM,OhioStreetBeach201406200800
21775,Ohio Street Beach,2014-06-20 09:00:00,17.0,0.84,0.129,2.0,11.1,06/20/2014 9:00 AM,OhioStreetBeach201406200900
21776,Ohio Street Beach,2014-06-20 10:00:00,17.5,1.27,0.123,3.0,11.1,06/20/2014 10:00 AM,OhioStreetBeach201406201000
21777,Ohio Street Beach,2014-06-20 11:00:00,17.7,0.89,0.13,3.0,11.1,06/20/2014 11:00 AM,OhioStreetBeach201406201100
21778,Ohio Street Beach,2014-06-20 12:00:00,18.6,1.32,0.139,3.0,11.1,06/20/2014 12:00 PM,OhioStreetBeach201406201200
21779,Ohio Street Beach,2014-06-20 14:00:00,19.5,2.63,0.131,3.0,11.1,06/20/2014 2:00 PM,OhioStreetBeach201406201400
21780,Ohio Street Beach,2014-06-20 15:00:00,19.8,2.22,0.173,3.0,11.1,06/20/2014 3:00 PM,OhioStreetBeach201406201500
21781,Ohio Street Beach,2014-06-20 16:00:00,19.2,0.54,0.141,3.0,11.1,06/20/2014 4:00 PM,OhioStreetBeach201406201600
21782,Ohio Street Beach,2014-06-20 17:00:00,19.5,0.5,0.16,3.0,11.1,06/20/2014 5:00 PM,OhioStreetBeach201406201700
21783,Ohio Street Beach,2014-06-20 18:00:00,19.6,0.53,0.173,3.0,11.1,06/20/2014 6:00 PM,OhioStreetBeach201406201800
21784,Ohio Street Beach,2014-06-20 19:00:00,19.4,0.62,0.176,3.0,11.1,06/20/2014 7:00 PM,OhioStreetBeach201406201900
21785,Ohio Street Beach,2014-06-20 20:00:00,19.1,0.69,0.213,3.0,11.1,06/20/2014 8:00 PM,OhioStreetBeach201406202000
21786,Ohio Street Beach,2014-06-20 21:00:00,18.8,0.75,0.19,3.0,11.1,06/20/2014 9:00 PM,OhioStreetBeach201406202100
21787,Ohio Street Beach,2014-06-20 22:00:00,18.6,1.25,0.21,3.0,11.1,06/20/2014 10:00 PM,OhioStreetBeach201406202200
21788,Ohio Street Beach,2014-06-20 23:00:00,19.0,1.71,0.188,3.0,11.1,06/20/2014 11:00 PM,OhioStreetBeach201406202300
21812,Ohio Street Beach,2014-06-21 00:00:00,18.8,0.87,0.19,3.0,11.1,06/21/2014 12:00 AM,OhioStreetBeach201406212400
21790,Ohio Street Beach,2014-06-21 01:00:00,18.7,0.86,0.156,3.0,11.1,06/21/2014 1:00 AM,OhioStreetBeach201406210100
21791,Ohio Street Beach,2014-06-21 02:00:00,18.6,1.55,0.182,3.0,11.1,06/21/2014 2:00 AM,OhioStreetBeach201406210200
21792,Ohio Street Beach,2014-06-21 03:00:00,18.6,1.21,0.168,3.0,11.1,06/21/2014 3:00 AM,OhioStreetBeach201406210300
21793,Ohio Street Beach,2014-06-21 04:00:00,18.4,1.28,0.16,3.0,11.1,06/21/2014 4:00 AM,OhioStreetBeach201406210400
21794,Ohio Street Beach,2014-06-21 05:00:00,18.2,1.56,0.152,3.0,11.1,06/21/2014 5:00 AM,OhioStreetBeach201406210500
21795,Ohio Street Beach,2014-06-21 06:00:00,18.2,1.77,0.159,3.0,11.1,06/21/2014 6:00 AM,OhioStreetBeach201406210600
21796,Ohio Street Beach,2014-06-21 07:00:00,18.3,1.61,0.144,3.0,11.1,06/21/2014 7:00 AM,OhioStreetBeach201406210700
21797,Ohio Street Beach,2014-06-21 08:00:00,17.8,1.29,0.146,4.0,11.1,06/21/2014 8:00 AM,OhioStreetBeach201406210800
21798,Ohio Street Beach,2014-06-21 09:00:00,18.1,2.87,0.147,3.0,11.1,06/21/2014 9:00 AM,OhioStreetBeach201406210900
21799,Ohio Street Beach,2014-06-21 10:00:00,17.5,0.69,0.132,4.0,11.1,06/21/2014 10:00 AM,OhioStreetBeach201406211000
21800,Ohio Street Beach,2014-06-21 11:00:00,17.9,1.13,0.131,3.0,11.1,06/21/2014 11:00 AM,OhioStreetBeach201406211100
21801,Ohio Street Beach,2014-06-21 12:00:00,17.7,0.8,0.176,3.0,11.1,06/21/2014 12:00 PM,OhioStreetBeach201406211200
21802,Ohio Street Beach,2014-06-21 13:00:00,17.9,0.75,0.131,3.0,11.1,06/21/2014 1:00 PM,OhioStreetBeach201406211300
21803,Ohio Street Beach,2014-06-21 14:00:00,18.3,0.85,0.174,2.0,11.1,06/21/2014 2:00 PM,OhioStreetBeach201406211400
21804,Ohio Street Beach,2014-06-21 15:00:00,18.2,1.01,0.159,2.0,11.1,06/21/2014 3:00 PM,OhioStreetBeach201406211500
21805,Ohio Street Beach,2014-06-21 16:00:00,18.4,1.06,0.185,2.0,11.1,06/21/2014 4:00 PM,OhioStreetBeach201406211600
21806,Ohio Street Beach,2014-06-21 17:00:00,18.2,0.85,0.161,3.0,11.1,06/21/2014 5:00 PM,OhioStreetBeach201406211700
21807,Ohio Street Beach,2014-06-21 18:00:00,18.1,0.81,0.188,2.0,11.1,06/21/2014 6:00 PM,OhioStreetBeach201406211800
21808,Ohio Street Beach,2014-06-21 20:00:00,18.4,0.72,0.182,2.0,11.1,06/21/2014 8:00 PM,OhioStreetBeach201406212000
21809,Ohio Street Beach,2014-06-21 21:00:00,18.3,1.26,0.157,3.0,11.1,06/21/2014 9:00 PM,OhioStreetBeach201406212100
21810,Ohio Street Beach,2014-06-21 22:00:00,18.1,0.97,0.128,3.0,11.1,06/21/2014 10:00 PM,OhioStreetBeach201406212200
21811,Ohio Street Beach,2014-06-21 23:00:00,18.0,0.85,0.127,3.0,11.1,06/21/2014 11:00 PM,OhioStreetBeach201406212300
21836,Ohio Street Beach,2014-06-22 00:00:00,18.0,0.71,0.12,2.0,11.1,06/22/2014 12:00 AM,OhioStreetBeach201406222400
21813,Ohio Street Beach,2014-06-22 01:00:00,17.9,0.8,0.099,4.0,11.1,06/22/2014 1:00 AM,OhioStreetBeach201406220100
21814,Ohio Street Beach,2014-06-22 02:00:00,17.9,0.78,0.106,3.0,11.1,06/22/2014 2:00 AM,OhioStreetBeach201406220200
21815,Ohio Street Beach,2014-06-22 03:00:00,17.9,0.79,0.113,3.0,11.1,06/22/2014 3:00 AM,OhioStreetBeach201406220300
21816,Ohio Street Beach,2014-06-22 04:00:00,17.9,0.76,0.136,3.0,11.1,06/22/2014 4:00 AM,OhioStreetBeach201406220400
21817,Ohio Street Beach,2014-06-22 05:00:00,17.9,0.7,0.147,3.0,11.1,06/22/2014 5:00 AM,OhioStreetBeach201406220500
21818,Ohio Street Beach,2014-06-22 06:00:00,17.9,0.67,0.128,2.0,11.0,06/22/2014 6:00 AM,OhioStreetBeach201406220600
21819,Ohio Street Beach,2014-06-22 07:00:00,18.0,0.64,0.105,3.0,11.1,06/22/2014 7:00 AM,OhioStreetBeach201406220700
